id,source,stage,tempC,windKph,cloudPct,rainMm,riverFlowCumec,efficiencyPct,vibration,ageYears,lastServiceDays,batteryHealth,socPct,emergencyPct,txLossPct,devPct,producedKW,storedKW,problem_class,severity,solution_id
200,solar,storage,21.8,55.8,56,29.6,177,70.2,5.3,12,169,86,17.3,10.0,4.61,7.89,2.88,2.74,5,medium,9
201,wind,distribution,36.4,32.1,33,0,73,89.1,4.6,8,183,97,73.3,16.9,9.37,3.86,2.97,2.88,3,medium,5
202,wind,distribution,24.1,94.0,25,4.4,105,88.1,5.8,8,31,71,60.8,22.4,12.11,8.14,4.42,4.09,3,medium,5
203,wind,distribution,37.8,73.3,1,6.7,46,85.4,1.7,6,255,55,86.7,19.8,10.1,2.53,2.58,2.49,3,medium,5
204,hydro,distribution,28.0,35.3,40,0,250,89.7,6.0,14,384,67,37.0,15.6,6.67,14.76,1.63,1.52,5,critical,8
205,hydro,storage,37.0,52.8,60,0.9,65,84.9,5.4,10,206,64,18.6,4.6,3.07,9.83,1.95,1.84,2,critical,4
206,wind,storage,20.1,58.0,17,0,111,90.7,7.7,18,324,70,69.3,21.1,10.97,2.82,2.53,2.19,2,critical,4
207,wind,production,26.0,56.4,22,3.0,141,68.7,4.5,10,389,99,49.9,10.8,9.75,9.12,3.38,2.96,1,critical,2
208,wind,forecast,35.3,9.1,79,23.8,131,68.7,3.9,16,64,60,49.1,16.3,9.57,1.17,2.56,2.32,4,critical,7
209,hydro,production,22.6,108.9,44,0,77,60.2,6.1,15,109,67,47.0,9.4,8.96,14.19,4.75,4.08,5,critical,8
210,solar,storage,31.3,60.9,42,14.8,85,69.8,4.3,5,267,82,30.4,10.7,11.35,13.18,2.08,1.99,5,critical,8
211,hydro,distribution,23.5,28.8,24,0,197,97.5,0.1,6,78,94,21.0,18.8,1.47,5.75,2.04,1.92,0,low,0
212,solar,storage,25.2,58.6,6,1.4,241,60.5,6.1,15,242,87,39.5,21.7,4.22,0.02,3.92,3.77,0,low,0
213,solar,forecast,33.9,73.0,15,7.7,104,86.3,6.5,14,269,100,23.5,10.2,12.45,10.06,1.66,1.41,4,medium,7
214,hydro,distribution,21.5,16.0,3,0,90,88.1,1.9,10,374,89,29.8,6.9,2.1,8.28,2.78,2.57,0,low,9
215,wind,forecast,29.8,28.7,8,6.2,67,71.5,6.8,8,76,86,64.3,19.7,3.46,17.52,3.46,3.32,0,low,9
216,solar,production,39.2,41.7,46,8.5,178,78.5,1.2,11,340,95,19.2,19.0,3.68,3.28,4.16,3.7,1,medium,1
217,wind,forecast,33.2,58.1,24,0,108,63.7,6.2,14,267,66,46.9,17.8,5.79,16.25,2.51,2.27,5,critical,8
218,wind,forecast,34.1,17.1,4,13.1,227,90.0,5.0,2,365,95,52.2,4.2,3.56,8.85,3.2,2.86,0,low,9
219,solar,storage,39.0,15.1,80,6.3,146,75.9,7.8,19,378,57,82.3,8.0,8.43,5.46,2.07,1.87,2,critical,4
220,hydro,distribution,32.8,30.0,53,0,148,62.2,5.9,8,304,82,33.5,16.5,10.71,2.7,4.74,4.66,3,medium,5
221,hydro,distribution,41.4,69.7,74,0,244,94.9,4.0,2,400,65,94.5,12.0,4.95,11.06,4.08,3.63,0,low,9
222,wind,storage,29.8,43.7,35,12.5,94,93.7,1.4,16,236,100,38.0,10.1,8.43,0.58,3.89,3.71,0,low,0
223,solar,distribution,29.1,39.5,72,8.2,68,92.8,3.4,12,64,97,71.1,19.6,5.53,2.05,3.34,3.08,0,low,0
224,solar,distribution,23.8,78.8,24,11.7,119,94.5,2.5,4,70,100,82.1,9.6,12.0,7.46,4.71,4.13,3,medium,5
225,hydro,distribution,30.0,99.5,74,0,251,95.3,5.7,10,239,99,21.3,17.7,5.6,5.99,4.0,3.48,0,low,0
226,hydro,distribution,38.7,9.3,16,10.6,69,93.0,4.7,7,168,61,46.9,10.7,6.8,6.31,2.77,2.7,0,low,0
227,hydro,forecast,19.2,59.1,24,0,218,83.7,0.7,4,295,60,65.0,3.5,3.33,0.72,3.58,3.15,0,low,0
228,solar,forecast,36.5,25.2,47,5.1,166,76.2,5.2,13,63,58,9.9,10.9,3.4,1.17,4.07,3.61,4,medium,7
229,wind,forecast,37.7,76.0,98,5.9,256,65.1,1.1,16,29,88,86.2,23.2,11.6,7.82,1.55,1.38,4,medium,7
230,hydro,distribution,22.3,15.7,71,8.4,66,68.0,3.9,8,47,64,11.8,11.1,1.24,8.68,2.18,1.86,0,low,9
231,wind,distribution,27.7,48.7,65,8.0,157,62.3,3.1,15,268,56,38.3,11.2,11.44,0.64,1.89,1.62,2,medium,9
232,hydro,distribution,40.1,83.5,16,1.7,182,97.0,7.3,4,246,75,7.6,12.8,5.23,3.23,2.1,1.91,0,low,0
233,wind,production,35.9,102.8,51,0,151,61.3,4.4,16,93,90,17.5,9.2,3.22,5.24,1.72,1.59,1,critical,2
234,solar,distribution,21.7,70.7,48,8.0,151,69.2,5.6,17,332,75,25.5,8.0,3.2,16.43,3.16,2.71,5,critical,8
235,solar,distribution,35.6,12.6,1,5.4,156,86.1,2.5,12,186,79,52.7,13.8,12.86,9.89,1.55,1.32,3,medium,5
236,solar,production,26.9,96.9,0,0,204,61.1,4.5,18,8,87,52.7,8.8,2.62,6.56,4.9,4.27,1,critical,2
237,solar,storage,37.8,81.6,30,11.0,132,82.8,4.3,2,247,69,52.2,5.2,6.16,9.53,3.03,2.77,2,critical,4
238,solar,storage,31.5,47.7,63,0,48,63.4,2.6,16,197,69,70.7,4.2,2.46,0.64,2.77,2.63,2,critical,4
239,hydro,distribution,21.7,80.3,33,0,87,81.1,3.9,20,181,63,16.9,20.9,12.58,10.51,3.15,2.91,3,medium,5
240,solar,storage,21.7,44.7,4,0,249,70.4,0.9,3,67,95,12.0,10.1,6.77,8.56,4.39,3.74,5,medium,9
241,wind,storage,38.1,11.6,1,0,171,67.9,6.0,5,124,59,64.3,10.7,7.2,2.0,3.14,2.8,2,critical,4
242,solar,forecast,31.0,60.5,40,1.6,72,92.4,4.8,9,30,56,66.7,8.6,12.05,3.23,3.54,3.38,0,low,0
243,hydro,distribution,40.7,48.9,55,3.4,37,98.0,0.6,9,285,84,67.9,18.0,7.72,6.44,3.15,2.69,0,low,0
244,solar,storage,28.4,50.7,64,0,238,89.2,6.2,4,366,100,82.7,6.8,9.41,10.85,2.42,2.38,2,critical,4
245,solar,distribution,19.9,106.0,4,8.6,90,67.1,7.3,4,57,82,42.2,16.7,7.0,14.5,3.0,2.56,5,critical,8
246,solar,distribution,18.4,101.8,32,1.1,190,82.4,1.8,11,384,88,18.1,22.3,10.76,2.04,1.82,1.76,3,medium,5
247,hydro,production,41.5,80.1,79,0,247,85.5,3.6,15,200,91,40.2,6.9,11.3,15.6,4.76,4.08,5,critical,8
248,solar,distribution,34.1,75.6,85,4.4,191,91.8,7.6,19,167,98,53.1,14.2,2.51,4.96,2.66,2.41,0,low,0
249,wind,production,39.9,40.9,59,0,223,98.4,1.2,9,136,93,94.0,9.0,10.79,0.02,2.55,2.39,2,low,4
250,hydro,production,19.3,22.8,92,4.0,239,97.8,1.3,17,111,66,46.5,17.5,10.13,0.53,3.07,2.78,1,critical,2
251,hydro,production,28.9,77.5,14,11.5,69,64.8,0.3,14,186,79,65.3,9.0,8.55,12.6,3.49,3.48,5,critical,8
252,wind,forecast,25.6,62.0,99,6.3,141,77.7,1.4,5,142,99,50.7,2.7,2.41,17.19,1.65,1.42,5,critical,8
253,solar,forecast,20.7,75.3,4,0,92,86.5,5.0,4,336,80,71.4,9.0,11.39,15.92,4.49,4.28,5,critical,8
254,solar,production,29.2,32.6,34,0,258,76.8,0.5,19,135,80,88.9,5.8,10.4,11.67,2.06,1.91,1,critical,2
255,solar,distribution,19.7,6.9,64,0,60,71.1,4.6,12,151,58,78.9,12.6,10.31,7.85,2.15,2.09,3,medium,5
256,solar,storage,32.0,72.1,70,0,211,61.4,7.8,11,284,70,33.5,13.9,1.85,7.77,3.84,3.56,2,critical,4
257,wind,production,32.4,40.1,63,5.8,208,88.1,5.5,1,377,66,86.1,3.5,7.46,6.71,3.76,3.35,1,critical,2
258,hydro,production,35.3,36.2,47,0,237,75.0,5.2,6,173,75,31.5,21.8,6.4,9.98,1.96,1.77,1,critical,2
259,wind,production,21.9,29.6,63,13.6,118,69.2,1.8,18,305,93,60.1,11.9,3.01,2.52,1.78,1.57,1,critical,2
260,wind,forecast,26.7,47.5,72,0,206,90.0,6.3,4,105,89,44.1,17.7,4.51,3.0,1.92,1.89,0,medium,6
261,hydro,storage,18.3,7.9,8,0,239,81.4,2.7,1,322,99,40.4,5.4,8.45,7.06,1.96,1.78,2,critical,4
262,wind,storage,41.8,76.0,40,2.2,227,89.8,1.7,12,185,89,57.3,20.4,10.24,14.71,2.63,2.28,5,medium,9
263,wind,storage,29.3,20.5,94,3.9,118,75.2,0.8,2,137,98,19.3,15.8,5.58,8.76,2.13,1.85,2,medium,3
264,wind,production,30.5,58.9,13,0.4,118,78.9,7.8,2,309,85,27.0,18.4,1.46,5.97,1.94,1.83,1,critical,2
265,solar,distribution,30.5,2.8,17,0.3,105,86.3,3.8,10,344,73,12.4,7.0,10.43,3.22,2.46,2.26,3,medium,5
266,solar,production,38.5,24.9,35,0,224,65.6,7.7,20,167,59,21.1,5.1,9.8,3.13,1.7,1.65,1,critical,2
267,hydro,distribution,34.7,105.0,74,2.8,145,69.6,7.2,12,236,56,97.4,7.0,4.47,2.35,4.67,4.31,0,low,0
268,hydro,forecast,29.4,42.3,1,13.4,234,63.6,0.6,1,385,81,27.5,16.2,3.96,11.57,1.87,1.8,0,low,9
269,solar,production,29.3,38.7,3,0,48,81.7,5.2,4,365,83,7.1,17.9,4.76,6.23,3.69,3.6,1,critical,2
270,wind,storage,19.3,100.9,5,0,238,95.3,4.3,16,74,64,18.6,10.1,3.56,2.0,2.4,2.32,2,critical,4
271,hydro,production,39.9,40.6,54,0,78,74.8,4.3,20,387,62,29.6,8.6,13.36,0.04,3.87,3.83,1,critical,2
272,wind,production,27.8,53.5,61,15.5,61,77.4,4.7,3,259,90,14.2,10.3,8.64,5.07,3.87,3.72,1,critical,2
273,wind,forecast,41.2,3.4,37,0,108,83.4,4.8,1,285,70,37.1,4.9,10.98,1.22,2.13,2.03,4,medium,7
274,wind,production,28.2,39.9,32,17.2,145,62.5,4.5,12,362,65,60.4,16.0,2.46,8.1,4.35,3.87,1,critical,2
275,wind,forecast,37.7,8.5,45,0,45,91.0,6.5,9,106,68,64.1,12.2,10.17,0.09,2.14,1.98,4,medium,7
276,solar,storage,29.5,19.5,23,14.4,132,65.7,4.0,2,229,69,83.0,18.0,12.73,2.94,4.03,3.97,2,critical,4
277,hydro,distribution,22.1,5.0,66,0,231,63.5,0.1,4,214,84,79.8,18.5,10.33,3.13,1.99,1.85,3,medium,5
278,solar,production,38.4,26.6,63,2.3,59,64.6,2.5,17,22,90,76.4,9.6,12.31,3.23,2.4,2.31,1,critical,2
279,hydro,forecast,24.8,32.9,95,0,237,66.3,5.5,17,224,64,86.2,3.1,12.81,3.77,2.34,2.26,4,medium,7
280,solar,distribution,31.6,25.8,88,7.5,116,77.5,4.7,17,169,66,53.6,12.9,13.94,6.12,1.8,1.79,3,medium,5
281,solar,forecast,18.1,39.4,75,25.0,88,93.0,0.7,8,26,74,8.0,16.6,3.82,4.02,4.41,3.78,4,critical,7
282,hydro,production,34.5,76.4,47,7.4,198,96.8,3.0,20,248,84,25.7,17.3,8.22,0.84,2.83,2.61,1,critical,2
283,wind,distribution,35.6,97.0,85,13.0,112,65.0,1.0,13,167,57,90.3,17.9,6.45,5.2,4.9,4.7,0,low,0
284,solar,distribution,26.4,9.9,35,0,225,81.9,1.0,20,216,94,17.6,22.7,13.88,2.24,3.85,3.49,3,medium,5
285,hydro,distribution,18.5,28.5,81,0,89,94.0,1.1,11,35,70,86.1,13.4,8.07,3.01,4.62,4.07,3,medium,5
286,solar,storage,32.0,19.0,91,0,56,77.2,2.0,14,86,77,21.5,22.9,9.14,3.22,4.04,3.94,2,medium,3
287,solar,storage,38.5,6.2,30,0,165,69.0,2.3,11,231,75,39.4,11.8,9.09,10.65,3.3,3.24,3,medium,0
288,wind,forecast,37.5,58.6,77,4.1,142,68.8,0.3,13,144,89,49.0,19.4,11.96,10.99,1.69,1.63,4,medium,7
289,wind,production,30.5,15.6,83,18.8,188,96.3,1.6,17,78,82,83.0,2.6,4.84,2.98,1.75,1.52,1,critical,2
290,wind,forecast,28.6,44.1,17,11.0,169,68.8,4.4,9,13,71,45.5,18.9,11.1,5.99,2.65,2.63,0,low,0
291,hydro,forecast,21.0,79.5,59,3.0,223,70.2,4.2,16,184,83,32.7,24.1,13.07,16.82,4.28,4.15,0,low,9
292,hydro,storage,26.0,21.5,40,9.7,198,63.4,2.2,15,166,77,42.8,13.2,11.01,2.98,2.46,2.28,0,medium,2
293,wind,storage,23.6,91.4,36,8.8,219,79.6,0.2,20,323,59,21.6,9.3,1.95,8.88,4.88,4.26,2,critical,4
294,wind,forecast,27.2,109.5,75,0,174,69.1,3.5,2,211,62,98.8,23.4,3.36,0.01,3.06,2.73,4,critical,7
295,solar,production,36.4,8.9,33,7.7,220,68.5,2.4,13,240,80,99.5,10.5,9.59,15.93,2.58,2.46,5,critical,8
296,hydro,forecast,26.6,60.5,23,16.6,229,92.1,3.0,19,203,81,43.2,20.0,11.92,2.12,4.43,4.28,0,low,0
297,hydro,forecast,29.6,34.6,60,0,59,92.5,1.8,1,269,62,68.4,19.8,13.66,15.92,3.73,3.52,0,low,9
298,hydro,distribution,34.6,96.8,97,17.0,216,74.0,7.0,10,336,95,53.4,10.2,5.86,1.76,3.62,3.3,0,low,0
299,hydro,forecast,22.8,58.9,44,7.5,100,90.7,2.6,6,116,62,78.8,5.4,6.5,9.06,3.35,2.95,0,low,9
300,solar,storage,34.6,66.2,46,0,251,92.4,0.2,10,364,77,25.1,23.1,2.74,11.81,3.41,2.91,2,medium,3
301,solar,production,29.6,25.8,57,5.6,150,92.0,7.2,11,197,80,20.8,17.2,12.67,9.81,4.41,4.31,1,critical,2
302,hydro,forecast,21.9,2.0,63,0,42,63.6,6.1,15,297,67,14.4,15.3,5.88,7.57,3.22,2.86,4,medium,7
303,wind,distribution,21.7,39.1,51,16.4,118,62.8,8.0,4,116,77,80.6,20.0,7.87,19.41,2.86,2.48,3,critical,6
304,solar,distribution,24.4,79.1,27,0,191,64.9,6.2,11,399,68,75.2,5.6,1.47,9.69,4.74,4.34,0,low,9
305,solar,production,20.7,50.3,44,0,195,94.9,7.4,12,312,91,37.5,14.4,4.8,8.32,2.1,2.03,0,critical,9
306,hydro,distribution,37.7,30.9,34,7.2,209,81.4,2.9,15,314,74,97.9,2.8,2.05,9.45,3.96,3.76,0,low,9
307,solar,storage,25.7,29.8,68,0,210,86.6,2.1,14,116,74,61.6,13.6,11.22,11.15,2.08,1.88,2,critical,4
308,wind,forecast,37.0,74.2,91,0,213,74.4,3.2,8,268,82,31.7,15.3,13.97,7.36,4.58,4.33,4,medium,7
309,solar,forecast,25.9,86.4,14,17.1,109,89.6,3.1,5,295,83,93.4,10.6,13.73,4.07,2.7,2.67,4,medium,7
310,hydro,distribution,24.3,7.6,42,6.9,46,94.1,7.0,3,38,89,66.1,18.9,3.59,22.2,3.1,3.0,5,critical,8
311,wind,production,30.1,12.0,82,5.9,158,77.9,7.6,9,262,66,48.1,11.7,13.12,6.15,3.29,2.85,1,critical,2
312,wind,storage,23.4,45.3,87,0.6,77,66.8,6.7,3,383,99,82.3,18.0,8.45,11.64,2.31,2.18,5,medium,9
313,hydro,production,37.3,8.6,71,11.4,149,94.3,5.8,19,339,64,21.5,7.5,7.09,5.38,3.04,2.65,1,critical,2
314,solar,production,39.4,18.2,34,12.5,89,64.3,4.6,16,94,74,10.7,8.8,3.51,2.53,2.16,2.15,1,critical,2
315,hydro,forecast,27.9,43.4,99,9.3,114,75.5,3.4,17,157,67,74.7,17.4,11.35,1.54,4.88,4.24,4,medium,7
316,hydro,forecast,32.4,57.2,99,0.0,122,63.8,4.6,17,205,73,96.2,14.0,4.71,2.71,4.43,4.14,4,medium,7
317,wind,production,29.0,18.6,72,7.0,110,85.9,0.4,4,16,71,57.1,19.4,10.89,4.98,4.66,4.42,1,medium,1
318,wind,storage,31.2,65.9,41,1.8,217,71.5,6.2,11,247,96,19.4,12.8,4.18,4.25,4.17,3.75,0,low,0
319,wind,production,25.3,54.3,96,0,112,64.2,0.6,17,256,91,96.4,4.0,3.09,4.57,1.57,1.39,1,critical,2
320,solar,production,24.4,97.9,98,0,228,95.9,6.2,5,243,93,38.7,6.5,6.21,2.16,4.14,3.75,1,critical,2
321,solar,production,27.1,74.3,77,6.6,117,90.2,3.4,16,378,82,56.1,10.6,1.25,6.48,3.43,3.19,1,critical,2
322,solar,storage,25.5,98.6,82,6.9,132,70.1,7.8,14,232,85,46.4,17.1,9.81,7.43,4.49,4.27,5,medium,9
323,solar,forecast,19.6,87.2,22,0,242,61.0,4.7,3,304,69,38.1,12.1,13.1,0.01,3.36,2.97,0,low,0
324,wind,production,30.2,90.6,65,21.9,232,93.0,6.3,18,85,92,80.6,3.6,8.36,3.48,3.12,3.09,1,critical,2
325,wind,production,41.3,7.6,37,7.3,103,76.2,1.1,6,194,81,20.0,9.8,12.56,13.82,4.36,3.77,5,critical,8
326,wind,storage,38.8,25.2,32,3.8,238,86.1,4.0,4,55,61,44.3,22.8,7.89,0.71,4.69,4.13,2,critical,4
327,solar,distribution,21.8,58.2,61,1.6,55,73.2,0.8,10,312,81,21.3,9.7,10.08,1.38,3.55,3.43,5,medium,5
328,solar,production,38.4,81.0,23,0,140,63.9,3.9,14,47,100,10.7,3.6,8.34,7.13,4.4,4.2,1,critical,2
329,solar,production,36.3,30.7,81,14.5,203,88.1,4.0,8,354,95,41.1,14.3,2.16,10.77,2.15,1.83,1,medium,1
330,hydro,storage,33.3,30.7,39,3.9,100,73.7,7.1,3,70,78,63.0,13.8,7.23,4.67,3.75,3.69,2,medium,3
331,hydro,forecast,18.1,13.0,53,2.9,198,80.8,6.6,3,124,93,56.3,20.8,12.58,4.11,3.27,2.99,0,low,0
332,wind,forecast,20.4,75.7,81,0.1,44,88.2,3.4,10,173,86,96.3,3.6,9.41,12.89,3.87,3.48,5,critical,8
333,solar,distribution,39.8,19.1,87,12.7,109,89.9,7.8,12,28,79,69.6,20.0,10.08,1.79,2.35,2.33,3,medium,5
334,wind,forecast,38.5,69.6,53,3.1,252,65.0,3.5,8,101,92,56.5,21.3,4.85,0.45,2.8,2.53,0,low,0
335,hydro,storage,23.1,36.7,83,3.1,63,60.7,1.6,18,380,88,46.2,14.2,5.35,4.16,1.6,1.37,2,medium,3
336,wind,storage,20.9,105.5,62,0,139,79.1,6.0,14,158,71,75.4,24.8,6.85,4.04,4.58,4.26,2,critical,4
337,solar,storage,22.5,21.7,35,0,188,62.1,6.6,13,144,65,13.8,14.3,11.86,1.11,2.75,2.57,2,critical,4
338,wind,forecast,36.8,36.0,32,0,156,76.2,5.0,16,330,86,56.3,10.4,4.34,13.91,2.61,2.5,5,critical,8
339,solar,distribution,23.0,49.9,78,1.1,32,87.4,7.4,5,357,89,8.0,21.0,12.47,0.09,4.46,4.22,3,medium,5
340,wind,forecast,18.8,13.3,46,5.3,138,79.9,0.2,10,89,78,19.2,16.8,5.68,6.52,4.08,3.56,5,low,7
341,wind,storage,23.7,63.6,64,19.8,126,91.7,1.4,14,167,95,38.3,5.2,1.42,9.77,4.4,4.36,5,critical,3
342,solar,distribution,38.2,44.7,18,0,66,72.1,6.5,12,89,93,86.1,12.4,10.84,9.56,3.58,3.39,3,medium,5
343,solar,production,19.5,24.8,32,7.0,97,61.0,2.5,1,280,84,73.8,11.1,6.4,0.48,3.71,3.18,1,critical,2
344,solar,distribution,38.6,12.1,50,0,167,82.1,1.9,6,187,63,97.5,12.7,5.62,11.45,4.34,3.78,0,low,9
345,solar,distribution,32.3,95.6,84,0,223,91.7,4.3,3,217,89,42.8,4.4,3.7,5.89,4.95,4.56,0,low,0
346,hydro,forecast,19.8,104.1,0,0,30,66.5,4.3,1,241,61,49.9,7.8,8.42,7.23,4.66,4.46,4,critical,7
347,hydro,forecast,33.6,48.0,0,7.2,69,89.4,4.5,6,367,70,15.3,11.7,7.81,10.13,3.36,3.19,0,low,9
348,solar,forecast,40.6,24.5,92,7.1,213,94.0,2.4,17,174,55,50.6,10.5,12.99,2.98,4.29,3.74,4,medium,7
349,hydro,production,20.9,50.5,0,0,49,98.3,2.8,8,80,95,42.2,8.7,8.01,2.04,2.52,2.16,0,low,0
350,wind,forecast,33.5,38.8,51,10.6,152,77.1,4.8,5,148,59,45.4,9.5,3.22,3.91,3.82,3.55,0,low,0
351,wind,forecast,23.9,79.1,74,0,156,65.3,3.6,14,110,93,6.3,10.0,12.32,5.48,3.17,2.94,4,medium,7
352,solar,distribution,32.0,19.5,34,0,83,94.2,1.1,5,247,87,69.4,7.9,13.57,5.17,2.44,2.24,3,medium,5
353,wind,forecast,21.3,72.8,0,2.4,90,90.9,3.3,17,138,95,33.3,19.2,4.07,11.4,2.14,1.99,0,low,9
354,hydro,storage,24.9,71.0,59,0,75,86.9,1.2,5,362,97,50.5,21.1,7.01,8.06,2.67,2.3,5,medium,9
355,solar,storage,18.1,98.4,37,0,196,64.3,7.2,7,361,79,32.9,12.4,8.33,0.98,3.8,3.37,2,medium,3
356,solar,production,27.7,48.2,52,0,85,67.6,3.6,20,120,84,64.0,10.3,12.35,1.35,3.48,3.36,1,critical,2
357,hydro,production,24.9,25.3,20,7.3,45,88.9,5.6,10,122,57,27.8,6.2,2.56,1.78,1.75,1.72,1,critical,2
358,solar,forecast,20.6,32.7,87,0,111,73.8,0.3,6,328,74,95.1,15.2,11.75,9.68,3.32,2.9,4,medium,7
359,hydro,distribution,40.5,38.6,75,0,68,94.8,5.2,15,300,89,5.8,7.7,13.3,7.14,1.71,1.48,0,medium,4
360,wind,storage,34.1,69.2,11,0,78,89.5,7.0,19,151,89,74.9,3.3,12.08,7.95,3.57,3.46,2,critical,4
361,solar,forecast,34.4,43.2,39,1.1,233,88.0,2.6,1,329,75,29.6,6.6,1.21,11.55,3.77,3.66,0,low,9
362,wind,forecast,22.6,71.3,37,0,245,73.5,1.4,19,342,86,41.7,10.1,4.46,13.54,2.93,2.51,5,critical,8
363,solar,production,33.8,95.4,47,5.7,96,70.7,0.6,5,43,83,98.5,17.1,2.84,0.3,3.0,2.66,1,critical,2
364,solar,distribution,39.4,41.9,36,34.4,137,60.2,3.2,8,106,61,71.3,13.2,4.55,7.23,4.25,3.79,0,low,9
365,hydro,distribution,28.0,96.7,82,0,240,92.6,2.4,15,88,96,21.7,25.0,1.85,11.63,3.89,3.66,0,low,9
366,solar,distribution,23.6,36.7,59,7.7,76,85.0,5.1,17,336,58,43.2,19.5,5.55,4.77,4.78,4.55,0,low,0
367,wind,storage,26.4,15.9,36,0,145,92.6,0.6,2,102,76,53.2,8.6,11.19,14.21,4.22,3.69,2,critical,4
368,solar,distribution,24.7,54.2,17,4.1,49,86.9,3.0,7,154,74,44.7,4.9,8.46,21.27,2.1,1.99,5,critical,8
369,wind,distribution,22.1,13.3,70,0,166,61.8,6.6,13,305,92,86.4,21.9,8.33,16.01,2.34,2.22,5,critical,8
370,hydro,distribution,30.4,60.8,11,19.1,247,70.8,4.0,20,249,89,32.2,23.5,11.89,6.34,3.6,3.43,3,medium,5
371,wind,storage,33.8,104.7,25,0,53,65.8,1.9,2,369,94,11.0,9.9,8.35,9.79,3.16,2.83,4,critical,8
372,solar,forecast,34.7,60.2,83,17.7,160,93.6,3.2,17,285,66,13.4,7.9,10.71,5.21,3.26,3.24,4,medium,7
373,hydro,forecast,18.6,31.9,81,13.3,217,78.5,0.2,20,385,80,7.4,20.5,8.13,5.32,1.95,1.66,4,medium,7
374,solar,forecast,21.7,20.0,0,7.4,118,74.7,7.4,17,118,98,73.4,7.8,5.6,6.29,3.7,3.56,4,medium,7
375,wind,production,38.1,83.0,63,0,157,74.9,3.3,9,392,80,67.6,17.8,5.36,8.32,2.35,2.11,1,critical,2
376,hydro,production,22.8,96.7,86,9.9,204,79.3,0.3,6,284,99,15.9,2.6,7.97,16.17,3.59,3.33,5,critical,8
377,solar,distribution,22.2,4.0,32,5.2,259,90.4,6.8,8,131,80,87.8,10.0,9.57,4.95,4.55,4.49,3,medium,5
378,wind,forecast,37.1,41.2,67,0,55,90.9,6.7,12,366,59,41.7,15.0,13.48,10.72,3.66,3.48,4,medium,7
379,solar,distribution,37.5,3.3,45,0,232,69.4,3.0,4,194,96,18.6,11.2,8.98,4.03,4.35,3.95,3,medium,5
380,wind,production,30.0,31.1,29,13.8,42,60.8,4.9,10,53,85,21.4,2.3,9.94,2.46,4.45,4.03,1,critical,2
381,hydro,production,20.4,71.3,100,5.9,172,80.1,0.9,11,260,55,85.6,14.0,1.98,0.11,3.43,2.96,1,medium,1
382,hydro,forecast,30.0,51.6,100,5.6,49,70.3,0.6,5,158,73,45.7,8.6,3.16,9.81,1.54,1.49,4,medium,7
383,hydro,production,38.9,42.1,90,4.7,92,88.2,4.2,9,156,59,95.0,8.8,4.29,0.89,1.81,1.71,0,low,0
384,hydro,production,27.1,42.9,2,7.2,75,92.5,5.1,9,188,81,55.3,11.5,5.28,5.57,3.35,3.28,1,critical,2
385,solar,production,26.4,85.5,31,11.9,260,73.9,5.5,13,68,79,63.3,24.4,9.78,5.41,4.53,4.06,1,critical,2
386,wind,distribution,39.4,29.0,86,0,48,98.8,5.3,5,392,85,39.4,18.0,11.79,1.16,3.66,3.13,3,medium,5
387,hydro,forecast,39.2,99.3,21,0,56,63.7,6.8,11,88,60,63.7,6.7,8.94,11.78,3.63,3.36,4,critical,7
388,solar,forecast,27.6,71.9,38,0,156,73.9,7.6,10,384,81,17.4,18.9,12.1,2.34,4.28,3.97,0,low,0
389,solar,distribution,26.2,75.4,49,17.8,89,77.1,7.6,11,335,79,15.7,19.8,11.68,1.8,1.88,1.84,3,medium,5
390,hydro,production,38.5,22.5,97,7.8,98,91.6,5.7,8,305,68,18.7,2.2,7.21,10.02,2.76,2.75,1,critical,2
391,hydro,storage,41.4,83.0,2,0,137,62.3,4.8,4,194,60,77.9,3.0,1.01,13.08,2.62,2.34,5,critical,8
392,solar,forecast,22.3,42.7,67,9.4,190,75.2,4.9,5,192,60,62.8,15.0,4.31,6.67,2.47,2.11,4,medium,7
393,solar,production,36.6,76.1,69,0,155,97.7,3.7,14,228,57,17.1,18.5,11.86,4.68,2.94,2.56,1,medium,1
394,wind,storage,20.5,81.6,82,5.8,203,79.1,1.4,2,142,57,49.8,12.5,3.51,15.3,3.08,2.68,2,critical,4
395,solar,production,36.5,43.1,14,0,252,68.0,4.7,14,303,83,93.5,12.2,3.59,1.12,3.78,3.77,1,critical,2
396,wind,storage,40.1,63.7,79,4.2,219,71.5,3.5,16,360,83,94.2,19.8,12.22,6.17,3.66,3.64,2,medium,3
397,solar,distribution,28.2,45.7,32,1.5,175,84.7,1.3,19,213,60,16.1,7.5,3.41,10.95,3.14,2.75,0,low,9
398,hydro,forecast,26.8,13.6,94,1.7,124,63.2,3.6,3,289,67,90.5,19.4,6.07,3.67,4.44,4.01,4,medium,7
399,solar,forecast,40.1,6.2,60,0,139,77.7,3.6,15,78,85,95.2,10.7,9.77,7.24,3.19,2.91,4,medium,7
400,wind,distribution,29.8,93.2,38,8.7,162,78.6,5.8,6,10,66,13.8,10.3,7.87,5.35,2.62,2.39,0,low,0
401,wind,production,21.4,64.9,45,0,183,70.8,7.0,17,117,68,16.9,20.9,2.06,6.53,2.5,2.14,1,critical,2
